# BOSCH-DARAB extract file created 08.08.2020 14:22:16
#
# Data from source file "C:\Users\nic\Michigan State University\RSO-MSU Formula Racing Team - General\SR22 - Car XX\Systems\Simulation\results\2019_MIS_endurance_constant_aero_coeffs.bmsbin"
# where 0.000 <= xtime <= 120.129
# 
xtime    [   s]	enginespeed[revo]
         63.010	       9135.775
         63.020	       9192.806
         63.030	       9252.439
         63.040	       9312.852
         63.050	       9376.247
         63.060	       9440.542
         63.070	       9507.627
         63.080	       9575.961
         63.090	       9646.130
         63.100	       9717.856
         63.110	       9790.485
         63.120	       9865.294
         63.130	       9940.762
         63.140	      10017.768
         63.150	      10095.961
         63.160	      10170.655
         63.170	       9944.600
         63.180	       9693.692
         63.190	       9633.653
         63.200	       9527.238
         63.210	       9374.084
         63.220	       9365.477
         63.230	       9378.300
         63.240	       9284.442
         63.250	       9214.905
         63.260	       9203.959
         63.270	       9160.502
         63.280	       9092.621
         63.290	       9015.601
         63.300	       8936.133
         63.310	       8924.221
         63.320	       8906.497
         63.330	       8855.181
         63.340	       8802.330
         63.350	       8747.416
         63.360	       8690.262
         63.370	       8630.441
         63.380	       8599.731
         63.390	       8590.749
         63.400	       8562.152
         63.410	       8524.085
         63.420	       8485.159
         63.430	       8445.950
         63.440	       8405.971
         63.450	       8365.807
         63.460	       8325.094
         63.470	       8284.287
         63.480	       8243.414
         63.490	       8202.551
         63.500	       8162.331
         63.510	       8122.190
         63.520	       8083.212
         63.530	       8044.329
         63.540	       8006.594
         63.550	       7969.012
         63.560	       7932.442
         63.570	       7896.065
         63.580	       7860.570
         63.590	       7825.301
         63.600	       7774.386
         63.610	       7717.492
         63.620	       7776.839
         63.630	       7907.434
         63.640	       7966.947
         63.650	       7955.149
         63.660	       7936.711
         63.670	       7907.106
         63.680	       7889.953
         63.690	       7911.070
         63.700	       7926.725
         63.710	       7901.901
         63.720	       7877.080
         63.730	       7909.207
         63.740	       7941.721
         63.750	       7927.824
         63.760	       7906.896
         63.770	       7921.421
         63.780	       7948.072
         63.790	       7946.333
         63.800	       7927.482
         63.810	       7929.133
         63.820	       7950.847
         63.830	       7968.545
         63.840	       7979.973
         63.850	       7986.273
         63.860	       7979.284
         63.870	       7978.625
         63.880	       8008.740
         63.890	       8032.898
         63.900	       8012.101
         63.910	       7992.901
         63.920	       8033.474
         63.930	       8080.119
         63.940	       8080.299
         63.950	       8073.946
         63.960	       8092.429
         63.970	       8117.535
         63.980	       8136.827
         63.990	       8153.735
         64.000	       8156.789
         64.010	       8151.866
         64.020	       8171.247
         64.030	       8209.216
         64.040	       8218.099
         64.050	       8198.656
         64.060	       8210.346
         64.070	       8259.641
         64.080	       8292.359
         64.090	       8300.877
         64.100	       8312.895
         64.110	       8330.921
         64.120	       8347.702
         64.130	       8362.015
         64.140	       8368.234
         64.150	       8356.526
         64.160	       8363.972
         64.170	       8417.492
         64.180	       8453.687
         64.190	       8446.348
         64.200	       8450.513
         64.210	       8484.130
         64.220	       8506.626
         64.230	       8501.404
         64.240	       8499.107
         64.250	       8503.726
         64.260	       8523.080
         64.270	       8574.390
         64.280	       8604.805
         64.290	       8594.646
         64.300	       8598.609
         64.310	       8626.486
         64.320	       8630.225
         64.330	       8599.117
         64.340	       8591.343
         64.350	       8611.797
         64.360	       8647.468
         64.370	       8698.252
         64.380	       8716.716
         64.390	       8709.320
         64.400	       8725.037
         64.410	       8755.190
         64.420	       8743.985
         64.430	       8713.336
         64.440	       8725.162
         64.450	       8751.132
         64.460	       8778.765
         64.470	       8806.749
         64.480	       8798.374
         64.490	       8788.807
         64.500	       8819.975
         64.510	       8848.471
         64.520	       8818.459
         64.530	       8794.999
         64.540	       8810.656
         64.550	       8833.708
         64.560	       8877.916
         64.570	       8901.308
         64.580	       8887.072
         64.590	       8890.897
         64.600	       8916.181
         64.610	       8908.066
         64.620	       8873.869
         64.630	       8871.594
         64.640	       8885.196
         64.650	       8928.053
         64.660	       8977.431
         64.670	       8974.632
         64.680	       8963.019
         64.690	       8975.767
         64.700	       8981.671
         64.710	       8948.673
         64.720	       8930.423
         64.730	       8963.829
         64.740	       8990.017
         64.750	       9003.105
         64.760	       9004.264
         64.770	       8992.354
         64.780	       8991.498
         64.790	       8998.026
         64.800	       8981.463
         64.810	       8957.036
         64.820	       8981.565
         64.830	       9016.138
         64.840	       8996.006
         64.850	       8980.011
         64.860	       8999.048
         64.870	       9016.312
         64.880	       9022.787
         64.890	       9022.601
         64.900	       9010.278
         64.910	       9009.892
         64.920	       9022.368
         64.930	       9011.982
         64.940	       8986.962
         64.950	       8997.169
         64.960	       9018.809
         64.970	       8996.036
         64.980	       8964.791
         64.990	       8983.528
         65.000	       9001.832
         65.010	       9015.305
         65.020	       9021.965
         65.030	       9008.104
         65.040	       9005.501
         65.050	       9021.922
         65.060	       9017.335
         65.070	       8991.472
         65.080	       8996.219
         65.090	       9019.520
         65.100	       9004.077
         65.110	       8976.707
         65.120	       8989.167
         65.130	       9008.972
         65.140	       8988.098
         65.150	       8971.123
         65.160	       8976.840
         65.170	       8986.694
         65.180	       9007.026
         65.190	       9011.467
         65.200	       8988.858
         65.210	       8993.758
         65.220	       9026.674
         65.230	       9023.105
         65.240	       8997.320
         65.250	       9004.400
         65.260	       9021.965
         65.270	       9023.151
         65.280	       9021.179
         65.290	       8995.244
         65.300	       8981.412
         65.310	       9029.125
         65.320	       9067.907
         65.330	       9079.472
         65.340	       9085.246
         65.350	       9082.856
         65.360	       9107.616
         65.370	       9153.931
         65.380	       9152.636
         65.390	       9131.220
         65.400	       9150.599
         65.410	       9178.060
         65.420	       9219.613
         65.430	       9251.801
         65.440	       9234.249
         65.450	       9239.884
         65.460	       9290.488
         65.470	       9330.357
         65.480	       9360.173
         65.490	       9364.017
         65.500	       9358.788
         65.510	       9413.158
         65.520	       9473.411
         65.530	       9491.002
         65.540	       9505.084
         65.550	       9510.964
         65.560	       9550.677
         65.570	       9621.815
         65.580	       9646.021
         65.590	       9653.708
         65.600	       9651.204
         65.610	       9666.355
         65.620	       9739.459
         65.630	       9833.835
         65.640	       9949.032
         65.650	      10044.558
         65.660	      10132.508
         65.670	      10205.165
         65.680	      10273.328
         65.690	      10335.588
         65.700	      10394.103
         65.710	      10450.881
         65.720	      10505.016
         65.730	      10558.541
         65.740	      10611.367
         65.750	      10664.158
         65.760	      10716.988
         65.770	      10770.009
         65.780	      10823.572
         65.790	      10877.434
         65.800	      10931.932
         65.810	      10986.854
         65.820	      11042.171
         65.830	      11098.016
         65.840	      11154.207
         65.850	      11210.818
         65.860	      11267.730
         65.870	      11324.857
         65.880	      11382.201
         65.890	      11439.697
         65.900	      11497.394
         65.910	      11555.338
         65.920	      11613.532
         65.930	      11671.771
         65.940	      11730.106
         65.950	      11788.813
         65.960	      11847.819
         65.970	      11906.972
         65.980	      11966.363
         65.990	      12026.022
         66.000	      12085.790
         66.010	      12088.678
         66.020	      11719.140
         66.030	      11533.725
         66.040	      11398.289
         66.050	      11241.050
         66.060	      11287.356
         66.070	      11276.816
         66.080	      11188.515
         66.090	      11096.561
         66.100	      10999.667
         66.110	      10896.655
         66.120	      10777.303
         66.130	      10763.109
         66.140	      10789.513
         66.150	      10723.519
         66.160	      10654.787
         66.170	      10585.561
         66.180	      10515.431
         66.190	      10443.975
         66.200	      10371.299
         66.210	      10296.481
         66.220	      10220.220
         66.230	      10142.170
         66.240	      10059.438
         66.250	       9972.726
         66.260	       9875.522
         66.270	       9870.849
         66.280	       9919.701
         66.290	       9875.793
         66.300	       9822.310
         66.310	       9768.213
         66.320	       9713.909
         66.330	       9659.502
         66.340	       9604.719
         66.350	       9549.753
         66.360	       9494.484
         66.370	       9438.897
         66.380	       9383.049
         66.390	       9326.600
         66.400	       9269.974
         66.410	       9212.535
         66.420	       9154.644
         66.430	       9095.974
         66.440	       9036.338
         66.450	       8975.907
         66.460	       8913.333
         66.470	       8849.989
         66.480	       8781.965
         66.490	       8711.884
         66.500	       8627.780
         66.510	       8577.851
         66.520	       8635.421
         66.530	       8656.849
         66.540	       8615.340
         66.550	       8573.592
         66.560	       8531.566
         66.570	       8489.216
         66.580	       8446.647
         66.590	       8403.678
         66.600	       8360.449
         66.610	       8316.777
         66.620	       8272.890
         66.630	       8228.440
         66.640	       8183.745
         66.650	       8138.450
         66.660	       8092.935
         66.670	       8046.711
         66.680	       8000.258
         66.690	       7953.146
         66.700	       7905.766
         66.710	       7889.492
         66.720	       7888.678
         66.730	       7870.075
         66.740	       7839.690
         66.750	       7808.972
         66.760	       7777.967
         66.770	       7746.707
         66.780	       7715.069
         66.790	       7683.285
         66.800	       7651.110
         66.810	       7618.858
         66.820	       7586.193
         66.830	       7553.531
         66.840	       7520.602
         66.850	       7487.635
         66.860	       7454.577
         66.870	       7421.508
         66.880	       7388.499
         66.890	       7355.499
         66.900	       7322.670
         66.910	       7290.038
         66.920	       7257.493
         66.930	       7225.341
         66.940	       7193.237
         66.950	       7161.699
         66.960	       7130.230
         66.970	       7089.553
         66.980	       7043.942
         66.990	       7001.680
         67.000	       6965.838
         67.010	       6930.146
         67.020	       6896.157
         67.030	       6862.273
         67.040	       6805.192
         67.050	       6735.828
         67.060	       6713.512
         67.070	       6823.312
         67.080	       6933.085
         67.090	       6938.364
         67.100	       6924.646
         67.110	       6910.527
         67.120	       6895.844
         67.130	       6882.486
         67.140	       6887.534
         67.150	       6894.033
         67.160	       6898.622
         67.170	       6901.758
         67.180	       6902.521
         67.190	       6889.050
         67.200	       6875.579
         67.210	       6888.204
         67.220	       6911.046
         67.230	       6922.681
         67.240	       6907.654
         67.250	       6892.631
         67.260	       6919.632
         67.270	       6952.540
         67.280	       6964.867
         67.290	       6953.098
         67.300	       6944.723
         67.310	       6972.361
         67.320	       7001.363
         67.330	       7001.544
         67.340	       6985.909
         67.350	       6982.115
         67.360	       7014.224
         67.370	       7046.334
         67.380	       7051.392
         67.390	       7051.973
         67.400	       7064.699
         67.410	       7090.725
         67.420	       7113.838
         67.430	       7112.393
         67.440	       7110.947
         67.450	       7127.496
         67.460	       7150.182
         67.470	       7173.292
         67.480	       7197.070
         67.490	       7219.587
         67.500	       7232.101
         67.510	       7244.061
         67.520	       7266.136
         67.530	       7291.836
         67.540	       7308.346
         67.550	       7312.590
         67.560	       7322.839
         67.570	       7372.640
         67.580	       7422.414
         67.590	       7428.560
         67.600	       7427.055
         67.610	       7455.743
         67.620	       7505.808
         67.630	       7533.446
         67.640	       7516.609
         67.650	       7506.331
         67.660	       7553.602
         67.670	       7600.886
         67.680	       7655.374
         67.690	       7710.782
         67.700	       7740.505
         67.710	       7758.201
         67.720	       7787.622
         67.730	       7828.902
         67.740	       7856.659
         67.750	       7857.134
         67.760	       7869.870
         67.770	       7934.635
         67.780	       7994.043
         67.790	       7993.921
         67.800	       7991.797
         67.810	       8026.433
         67.820	       8063.230
         67.830	       8138.356
         67.840	       8220.198
         67.850	       8251.610
         67.860	       8268.318
         67.870	       8317.729
         67.880	       8379.996
         67.890	       8403.364
         67.900	       8408.495
         67.910	       8440.843
         67.920	       8487.048
         67.930	       8554.690
         67.940	       8633.168
         67.950	       8670.052
         67.960	       8687.725
         67.970	       8741.199
         67.980	       8808.370
         67.990	       8827.994
         68.000	       8834.311
         68.010	       8855.677
         68.020	       8883.236
         68.030	       8972.681
         68.040	       9067.786
         68.050	       9144.388
         68.060	       9206.655
         68.070	       9210.923
         68.080	       9234.713
         68.090	       9295.264
         68.100	       9376.979
         68.110	       9478.435
         68.120	       9567.640
         68.130	       9651.661
         68.140	       9727.080
         68.150	       9800.815
         68.160	       9870.625
         68.170	       9939.044
         68.180	      10005.376
         68.190	      10070.345
         68.200	      10134.534
         68.210	      10197.263
         68.220	      10259.403
         68.230	      10320.566
         68.240	      10381.256
         68.250	      10441.660
         68.260	      10501.247
         68.270	      10560.645
         68.280	      10619.747
         68.290	      10678.524
         68.300	      10737.128
         68.310	      10795.390
         68.320	      10853.491
         68.330	      10911.373
         68.340	      10968.897
         68.350	      11026.181
         68.360	      11083.159
         68.370	      11139.963
         68.380	      11196.655
         68.390	      11253.230
         68.400	      11309.220
         68.410	      11365.022
         68.420	      11420.651
         68.430	      11475.988
         68.440	      11531.159
         68.450	      11586.178
         68.460	      11640.914
         68.470	      11695.452
         68.480	      11749.821
         68.490	      11804.011
         68.500	      11858.029
         68.510	      11911.924
         68.520	      11965.646
         68.530	      12019.111
         68.540	      12072.267
         68.550	      12125.082
         68.560	      12177.521
         68.570	      12229.640
         68.580	      12281.480
         68.590	      12333.031
         68.600	      12384.260
         68.610	      12435.165
         68.620	      12485.801
         68.630	      12536.137
         68.640	      12586.122
         68.650	      12635.791
         68.660	      12685.177
         68.670	      12734.307
         68.680	      12783.007
         68.690	      12831.416
         68.700	      12879.536
         68.710	      12927.413
         68.720	      12974.885
         68.730	      13022.032
         68.740	      13068.935
         68.750	      13115.548
         68.760	      13161.847
         68.770	      13207.778
         68.780	      13243.315
         68.790	      13263.100
         68.800	      13265.112
         68.810	      13252.361
         68.820	      13226.665
         68.830	      11260.107
         68.840	       9570.208
         68.850	       9591.586
         68.860	       9632.422
         68.870	       9695.720
         68.880	       9765.261
         68.890	       9827.710
         68.900	       9877.396
         68.910	       9921.599
         68.920	       9963.507
         68.930	      10004.761
         68.940	      10045.587
         68.950	      10086.098
         68.960	      10126.414
         68.970	      10166.471
         68.980	      10206.157
         68.990	      10245.695
         69.000	      10285.037
         69.010	      10324.138
         69.020	      10363.106
         69.030	      10401.921
         69.040	      10440.666
         69.050	      10479.161
         69.060	      10517.326
         69.070	      10555.310
         69.080	      10593.203
         69.090	      10631.041
         69.100	      10668.759
         69.110	      10706.257
         69.120	      10743.486
         69.130	      10780.538
         69.140	      10817.515
         69.150	      10854.350
         69.160	      10890.979
         69.170	      10927.391
         69.180	      10963.585
         69.190	      10999.794
         69.200	      11035.692
         69.210	      11071.349
         69.220	      11107.012
         69.230	      11142.671
         69.240	      11178.514
         69.250	      11214.706
         69.260	      11251.395
         69.270	      11288.840
         69.280	      11327.365
         69.290	      11367.780
         69.300	      11409.834
         69.310	      11454.083
         69.320	      11480.358
         69.330	      11473.560
         69.340	      11453.869
         69.350	      11461.619
         69.360	      11494.794
         69.370	      11515.484
         69.380	      11342.972
         69.390	      11002.470
         69.400	      10953.853
         69.410	      10904.663
         69.420	      10854.682
         69.430	      10807.268
         69.440	      10821.262
         69.450	      10793.840
         69.460	      10758.908
         69.470	      10723.852
         69.480	      10688.646
         69.490	      10653.205
         69.500	      10617.428
         69.510	      10581.262
         69.520	      10544.980
         69.530	      10508.553
         69.540	      10472.047
         69.550	      10435.452
         69.560	      10398.774
         69.570	      10362.012
         69.580	      10325.237
         69.590	      10288.432
         69.600	      10251.608
         69.610	      10214.863
         69.620	      10178.201
         69.630	      10141.662
         69.640	      10105.275
         69.650	      10069.130
         69.660	      10033.247
         69.670	       9997.641
         69.680	       9962.412
         69.690	       9927.599
         69.700	       9893.163
         69.710	       9859.074
         69.720	       9825.380
         69.730	       9792.050
         69.740	       9759.106
         69.750	       9726.525
         69.760	       9694.277
         69.770	       9662.333
         69.780	       9630.657
         69.790	       9599.321
         69.800	       9568.290
         69.810	       9511.553
         69.820	       9463.189
         69.830	       9433.349
         69.840	       9401.463
         69.850	       9369.047
         69.860	       9336.560
         69.870	       9304.090
         69.880	       9271.693
         69.890	       9239.405
         69.900	      11631.733
         69.910	      12882.962
         69.920	      13057.116
         69.930	      13081.716
         69.940	      13126.240
         69.950	      13143.130
         69.960	      13140.357
         69.970	      13131.161
         69.980	      13154.746
         69.990	      13186.262
         70.000	      13195.782
         70.010	      13187.117
         70.020	      13177.632
         70.030	      13208.468
         70.040	      13244.436
         70.050	      13264.081
         70.060	      13254.444
         70.070	      13216.232
         70.080	      10573.716
         70.090	       9349.495
         70.100	       9381.083
         70.110	       9441.258
         70.120	       9550.313
         70.130	       9621.768
         70.140	       9653.585
         70.150	       9659.024
         70.160	       9685.116
         70.170	       9675.598
         70.180	       9649.862
         70.190	       9635.592
         70.200	       9657.776
         70.210	       9706.017
         70.220	       9715.836
         70.230	       9702.355
         70.240	       9690.175
         70.250	       9715.593
         70.260	       9756.411
         70.270	       9759.123
         70.280	       9743.887
         70.290	       9735.288
         70.300	       9768.148
         70.310	       9802.166
         70.320	       9798.682
         70.330	       9782.564
         70.340	       9781.699
         70.350	       9821.647
         70.360	       9846.634
         70.370	       9836.185
         70.380	       9820.028
         70.390	       9827.841
         70.400	       9872.620
         70.410	       9888.992
         70.420	       9873.696
         70.430	       9859.748
         70.440	       9874.929
         70.450	       9919.432
         70.460	       9928.914
         70.470	       9909.723
         70.480	       9899.780
         70.490	       9921.493
         70.500	       9966.095
         70.510	       9965.269
         70.520	       9944.302
         70.530	       9940.534
         70.540	       9970.558
         70.550	      10022.201
         70.560	      10037.915
         70.570	      10018.031
         70.580	      10014.406
         70.590	      10041.838
         70.600	      10087.544
         70.610	      10093.294
         70.620	      10067.833
         70.630	      10069.914
         70.640	      10101.381
         70.650	      10138.970
         70.660	      10137.304
         70.670	      10110.865
         70.680	      10121.873
         70.690	      10157.633
         70.700	      10185.973
         70.710	      10177.401
         70.720	      10142.252
         70.730	      10145.442
         70.740	      10183.348
         70.750	      10241.057
         70.760	      10289.752
         70.770	      10298.890
         70.780	      10281.774
         70.790	      10305.862
         70.800	      10342.424
         70.810	      10352.611
         70.820	      10335.603
         70.830	      10323.490
         70.840	      10358.395
         70.850	      10414.205
         70.860	      10434.611
         70.870	      10418.817
         70.880	      10401.036
         70.890	      10416.571
         70.900	      10468.954
         70.910	      10542.572
         70.920	      10576.800
         70.930	      10575.838
         70.940	      10582.078
         70.950	      10608.401
         70.960	      10628.471
         70.970	      10606.422
         70.980	      10582.124
         70.990	      10603.930
         71.000	      10659.454
         71.010	      10727.207
         71.020	      10779.979
         71.030	      10795.937
         71.040	      10775.349
         71.050	      10773.844
         71.060	      10813.459
         71.070	      10870.042
         71.080	      10925.743
         71.090	      10971.487
         71.100	      10990.567
         71.110	      10971.989
         71.120	      10939.150
         71.130	      10945.167
         71.140	      10991.257
         71.150	      11036.401
         71.160	      11076.552
         71.170	      11112.356
         71.180	      11144.464
         71.190	      11173.517
         71.200	      11200.179
         71.210	      11224.903
         71.220	      11248.241
         71.230	      11270.680
         71.240	      11292.597
         71.250	      11314.563
         71.260	      11336.865
         71.270	      11359.538
         71.280	      11382.447
         71.290	      11405.409
         71.300	      11428.504
         71.310	      11451.862
         71.320	      11475.508
         71.330	      11499.416
         71.340	      11523.534
         71.350	      11547.708
         71.360	      11571.926
         71.370	      11596.367
         71.380	      11620.959
         71.390	      11645.493
         71.400	      11670.050
         71.410	      11694.752
         71.420	      11719.580
         71.430	      11744.614
         71.440	      11769.655
         71.450	      11794.756
         71.460	      11819.966
         71.470	      11845.288
         71.480	      11870.622
         71.490	      11895.970
         71.500	      11910.951
         71.510	      11907.300
         71.520	      11889.136
         71.530	      11862.082
         71.540	      11200.972
         71.550	      10203.320
         71.560	       9807.251
         71.570	       9825.153
         71.580	       9857.848
         71.590	       9906.673
         71.600	       9958.564
         71.610	       9997.642
         71.620	      10026.427
         71.630	      10052.021
         71.640	      10076.656
         71.650	      10100.927
         71.660	      10125.065
         71.670	      10149.178
         71.680	      10173.227
         71.690	      10197.198
         71.700	      10221.103
         71.710	      10245.110
         71.720	      10269.141
         71.730	      10293.096
         71.740	      10316.993
         71.750	      10340.961
         71.760	      10364.939
         71.770	      10388.867
         71.780	      10412.841
         71.790	      10436.832
         71.800	      10460.747
         71.810	      10484.531
         71.820	      10508.165
         71.830	      10531.636
         71.840	      10555.108
         71.850	      10578.597
         71.860	      10602.009
         71.870	      10625.351
         71.880	      10648.603
         71.890	      10671.762
         71.900	      10694.781
         71.910	      10717.595
         71.920	      10740.298
         71.930	      10762.966
         71.940	      10785.439
         71.950	      10807.837
         71.960	      10830.136
         71.970	      10852.241
         71.980	      10874.243
         71.990	      10896.131
         72.000	      10917.784
         72.010	      10939.199
         72.020	      10960.604
         72.030	      10981.956
         72.040	      11003.161
         72.050	      11024.120
         72.060	      11044.802
         72.070	      11065.381
         72.080	      11085.856
         72.090	      11106.265
         72.100	      11126.688
         72.110	      11146.792
         72.120	      11166.728
         72.130	      11186.717
         72.140	      11206.501
         72.150	      11226.100
         72.160	      11245.560
         72.170	      11264.863
         72.180	      11283.892
         72.190	      11302.719
         72.200	      11321.536
         72.210	      11340.325
         72.220	      11359.014
         72.230	      11377.547
         72.240	      11395.807
         72.250	      11413.796
         72.260	      11431.693
         72.270	      11449.515
         72.280	      11467.257
         72.290	      11484.911
         72.300	      11501.968
         72.310	      11508.893
         72.320	      11493.545
         72.330	      11462.231
         72.340	      11422.246
         72.350	      11204.414
         72.360	       9798.684
         72.370	       9800.759
         72.380	       9815.720
         72.390	       9844.448
         72.400	       9891.641
         72.410	       9947.775
         72.420	       9985.970
         72.430	      10011.156
         72.440	      10031.139
         72.450	      10048.365
         72.460	      10064.344
         72.470	      10079.541
         72.480	      10094.217
         72.490	      10108.545
         72.500	      10122.625
         72.510	      10136.519
         72.520	      10150.253
         72.530	      10163.834
         72.540	      10177.241
         72.550	      10190.388
         72.560	      10203.302
         72.570	      10216.012
         72.580	      10228.593
         72.590	      10241.097
         72.600	      10253.504
         72.610	      10265.765
         72.620	      10277.799
         72.630	      10289.596
         72.640	      10301.223
         72.650	      10312.687
         72.660	      10324.038
         72.670	      10335.298
         72.680	      10346.582
         72.690	      10357.799
         72.700	      10368.784
         72.710	      10379.639
         72.720	      10390.441
         72.730	      10401.188
         72.740	      10411.909
         72.750	      10422.601
         72.760	      10433.263
         72.770	      10443.877
         72.780	      10454.403
         72.790	      10464.837
         72.800	      10475.205
         72.810	      10485.516
         72.820	      10495.785
         72.830	      10505.973
         72.840	      10516.097
         72.850	      10526.174
         72.860	      10536.228
         72.870	      10546.299
         72.880	      10556.364
         72.890	      10566.436
         72.900	      10576.490
         72.910	      10586.521
         72.920	      10596.529
         72.930	      10606.511
         72.940	      10616.459
         72.950	      10626.370
         72.960	      10636.253
         72.970	      10646.094
         72.980	      10655.908
         72.990	      10665.704
         73.000	      10675.455
         73.010	      10685.169
         73.020	      10694.847
         73.030	      10704.454
         73.040	      10713.991
         73.050	      10723.449
         73.060	      10732.868
         73.070	      10742.412
         73.080	      10752.050
         73.090	      10761.548
         73.100	      10770.980
         73.110	      10780.461
         73.120	      10789.812
         73.130	      10799.203
         73.140	      10808.722
         73.150	      10818.177
         73.160	      10827.535
         73.170	      10836.853
         73.180	      10846.151
         73.190	      10855.439
         73.200	      10864.707
         73.210	      10873.966
         73.220	      10883.197
         73.230	      10892.388
         73.240	      10901.485
         73.250	      10910.468
         73.260	      10919.370
         73.270	      10928.211
         73.280	      10937.063
         73.290	      10946.020
         73.300	      10749.874
         73.310	      10634.820
         73.320	      10594.442
         73.330	      10553.644
         73.340	      10512.370
         73.350	      10470.546
         73.360	      10428.106
         73.370	      10384.928
         73.380	      10340.924
         73.390	      10295.876
         73.400	      10249.410
         73.410	      10200.491
         73.420	      10176.820
         73.430	      10176.399
         73.440	      10142.573
         73.450	      10108.560
         73.460	      10074.384
         73.470	      10040.138
         73.480	      10005.867
         73.490	       9971.626
         73.500	       9937.482
         73.510	       9903.540
         73.520	       9869.851
         73.530	       9836.451
         73.540	       9803.443
         73.550	      10626.682
         73.560	      11205.638
         73.570	      11200.239
         73.580	      11164.061
         73.590	      11128.338
         73.600	      11093.021
         73.610	      11034.297
         73.620	      10971.343
         73.630	      10939.838
         73.640	      10905.709
         73.650	      10870.780
         73.660	      10835.507
         73.670	      10800.089
         73.680	      10764.646
         73.690	      10729.246
         73.700	      10693.908
         73.710	      10658.651
         73.720	      10623.532
         73.730	      10588.539
         73.740	      10553.647
         73.750	      10518.914
         73.760	      10495.128
         73.770	      10518.251
         73.780	      10574.452
         73.790	      10626.851
         73.800	      10688.342
         73.810	      10683.075
         73.820	      10645.434
         73.830	      10602.581
         73.840	      10596.054
         73.850	      10599.638
         73.860	      10575.146
         73.870	      10536.764
         73.880	      10518.213
         73.890	      10529.084
         73.900	      10529.737
         73.910	      10500.824
         73.920	      10471.052
         73.930	      10470.574
         73.940	      10460.072
         73.950	      10426.561
         73.960	      10404.688
         73.970	      10404.598
         73.980	      10241.310
         73.990	      10208.706
         74.000	      10181.129
         74.010	      10193.739
         74.020	      10247.368
         74.030	      10311.069
         74.040	      10375.410
         74.050	      10375.726
         74.060	      10369.440
         74.070	      10333.040
         74.080	      10290.894
         74.090	      10284.456
         74.100	      10308.802
         74.110	      10352.526
         74.120	      10389.602
         74.130	      10385.119
         74.140	      10352.685
         74.150	      10335.423
         74.160	      10358.042
         74.170	      10412.530
         74.180	      10486.191
         74.190	      10547.286
         74.200	      10568.089
         74.210	      10553.067
         74.220	      10551.911
         74.230	      10559.269
         74.240	      10534.098
         74.250	      10480.912
         74.260	      10456.617
         74.270	      10475.630
         74.280	      10531.268
         74.290	      10594.991
         74.300	      10629.153
         74.310	      10619.684
         74.320	      10577.702
         74.330	      10569.087
         74.340	      10600.102
         74.350	      10657.710
         74.360	      10696.438
         74.370	      10692.462
         74.380	      10659.399
         74.390	      10653.766
         74.400	      10686.581
         74.410	      10736.324
         74.420	      10771.814
         74.430	      10769.676
         74.440	      10733.394
         74.450	      10707.810
         74.460	      10723.808
         74.470	      10761.698
         74.480	      10798.874
         74.490	      10830.641
         74.500	      10857.694
         74.510	      10880.619
         74.520	      10899.585
         74.530	      10914.544
         74.540	      10926.150
         74.550	      10934.969
         74.560	      10941.614
         74.570	      10946.991
         74.580	      10951.880
         74.590	      10956.982
         74.600	      10962.825
         74.610	      10969.741
         74.620	      10977.816
         74.630	      10986.883
         74.640	      10996.863
         74.650	      11007.803
         74.660	      11019.508
         74.670	      11031.884
         74.680	      11044.895
         74.690	      11058.525
         74.700	      11072.666
         74.710	      11087.208
         74.720	      11102.111
         74.730	      11117.427
         74.740	      11132.932
         74.750	      11148.459
         74.760	      11164.179
         74.770	      11180.269
         74.780	      11196.455
         74.790	      11212.692
         74.800	      11229.041
         74.810	      11245.515
         74.820	      11262.074
         74.830	      11278.603
         74.840	      11295.133
         74.850	      11311.835
         74.860	      11328.695
         74.870	      11345.655
         74.880	      11362.685
         74.890	      11379.744
         74.900	      11396.687
         74.910	      11413.607
         74.920	      11430.625
         74.930	      11447.719
         74.940	      11464.879
         74.950	      11482.045
         74.960	      11499.238
         74.970	      11508.430
         74.980	      11501.155
         74.990	      11483.342
         75.000	      11459.226
         75.010	      11169.195
         75.020	       9865.129
         75.030	       9865.406
         75.040	       9877.127
         75.050	       9900.984
         75.060	       9938.699
         75.070	       9983.013
         75.080	      10009.913
         75.090	      10029.595
         75.100	      10047.405
         75.110	      10064.872
         75.120	      10082.238
         75.130	      10099.568
         75.140	      10116.937
         75.150	      10134.330
         75.160	      10151.740
         75.170	      10169.174
         75.180	      10186.552
         75.190	      10203.836
         75.200	      10221.066
         75.210	      10238.344
         75.220	      10255.621
         75.230	      10272.824
         75.240	      10289.886
         75.250	      10306.800
         75.260	      10323.639
         75.270	      10340.396
         75.280	      10356.937
         75.290	      10373.044
         75.300	      10388.858
         75.310	      10404.432
         75.320	      10419.783
         75.330	      10434.880
         75.340	      10449.683
         75.350	      10464.131
         75.360	      10478.202
         75.370	      10491.898
         75.380	      10505.202
         75.390	      10518.062
         75.400	      10530.550
         75.410	      10542.751
         75.420	      10554.695
         75.430	      10566.365
         75.440	      10577.776
         75.450	      10588.926
         75.460	      10599.819
         75.470	      10610.444
         75.480	      10620.838
         75.490	      10631.021
         75.500	      10640.992
         75.510	      10650.780
         75.520	      10660.394
         75.530	      10669.880
         75.540	      10679.220
         75.550	      10688.455
         75.560	      10697.586
         75.570	      10706.622
